Journal,SJR_2024
Jurnal Ilmiah Ilmu Terapan Universitas Jambi,0.14
Medicina Clinica Practica,0.14
Psychiatria i Psychologia Kliniczna,0.14
"Revista Cubana de Hematologia, Inmunologia y Hemoterapia",0.14
Revista Portuguesa de Enfermagem de Reabilitacao,0.14
Revue Francaise de Psychanalyse,0.14
Russian Medical Inquiry,0.14
Russian Sklifosovsky Journal of Emergency Medical Care,0.14
Russkii Zhunal Detskoi Nevrologii,0.14
Turkish Journal of Immunology,0.14
Urology Reports (St. Petersburg),0.14
Anatolian Journal of Family Medicine,0.139
Epilepsy and Paroxysmal Conditions,0.139
Fuss und Sprunggelenk,0.139
Journal de Traumatologie du Sport,0.139
Journal of Clinical Pediatric Surgery,0.139
Journal of Korean Ophthalmological Society,0.139
Krankenhauspharmazie,0.139
Pakistan Journal of Ophthalmology,0.139
Rivista Italiana della Medicina di Laboratorio,0.139
"Romanian Journal of Diabetes, Nutrition and Metabolic Diseases",0.139
Russian Journal of Allergy,0.139
Srpski Arhiv za Celokupno Lekarstvo,0.139
Voprosy Sovremennoi Pediatrii - Current Pediatrics,0.139
Zeitschrift fur Epileptologie,0.139
Amerta Nutrition,0.138
Caspian Journal of Neurological Sciences,0.138
Community Eye Health Journal,0.138
Critical Reviews in Physical and Rehabilitation Medicine,0.138
Douleurs,0.138
Ethiopian Medical Journal,0.138
Fushe Yanjiu yu Fushe Gongyi Xuebao/Journal of Radiation Research and Radiation Processing,0.138
General Medicine,0.138
Infectio,0.138
Infectious Diseases in Clinical Practice,0.138
Korean Journal of Sport Science,0.138
Online Journal of Health and Allied Sciences,0.138
Opera Medica et Physiologica,0.138
Revista Cubana de Medicina Militar,0.138
Romanian Journal of Legal Medicine,0.138
Russian Journal of Pediatric Hematology and Oncology,0.138
Scripta Medica (Banja Luka),0.138
Soins: La Revue de Reference Infirmiere,0.138
Sovremennaya Revmatologiya,0.138
"Tromboz, Gemostaz i Reologiya",0.138
Vestnik Dermatologii i Venerologii,0.138
Annals of Internal Medicine Clinical Cases,0.137
Arterial Hypertension (Russian Federation),0.137
Babcock University Medical Journal,0.137
Complex Issues of Cardiovascular Diseases,0.137
Genij Ortopedii,0.137
Gulhane Medical Journal,0.137
Journal of Pediatric Emergency and Intensive Care Medicine (Turkey),0.137
Laboratory Animal and Comparative Medicine,0.137
Rawal Medical Journal,0.137
Revista Argentina de Cirugia (Argentina),0.137
Revista de Fisica Medica,0.137
Russian Archives of Internal Medicine,0.137
Russian Journal of Evidence-Based Gastroenterology,0.137
Annals of Pancreatic Cancer,0.136
Antibiotiki i Khimioterapiya,0.136
Asia-Pacific Journal of Science and Technology,0.136
Biorheology,0.136
Chinese Journal of Pathophysiology,0.136
Chinese Journal of Rehabilitation Medicine,0.136
Equilibrium Research,0.136
European Journal of Geriatrics and Gerontology,0.136
Ginecologia y Obstetricia de Mexico,0.136
"Infection, Epidemiology and Microbiology",0.136
Irish Medical Journal,0.136
Journal of Christian nursing : a quarterly publication of Nurses Christian Fellowship,0.136
Lakartidningen,0.136
Medicni Perspektivi,0.136
Onkologie,0.136
Psychiatria,0.136
Acta Anaesthesiologica Belgica,0.135
Annals of African Surgery,0.135
Cell and Organ Transplantology,0.135
Cellular Therapy and Transplantation,0.135
Ceska a Slovenska Psychiatrie,0.135
Cesko-Slovenska Pediatrie,0.135
Experimental and Clinical Gastroenterology,0.135
IP Indian Journal of Clinical and Experimental Dermatology,0.135
Indonesian Journal of Health Administration,0.135
Istanbul Tip Fakultesi Dergisi,0.135
Journal of Clinical Obstetrics and Gynecology,0.135
Journal of Head and Neck Physicians and Surgeons,0.135
Journal of Payavard Salamat,0.135
Journal of the Medical Association of Thailand,0.135
Medecine Nucleaire,0.135
Miznarodnij Endokrinologicnij Zurnal,0.135
Patologiya Krovoobrashcheniya i Kardiokhirurgiya,0.135
Quaderni ACP,0.135
REC: CardioClinics,0.135
Russian Neurological Journal,0.135
Salud Uninorte,0.135
Turkderm Turkish Archives of Dermatology and Venereology,0.135
Advances in Ophthalmology and Optometry,0.134
Atencion Primaria Practica,0.134
Iatreia,0.134
Journal of Cancer Research Updates,0.134
Journal of Natural Remedies,0.134
Journal of Pediatric Neurology,0.134
Journal of Rare Cardiovascular Diseases,0.134
Journal of Zoonotic Diseases,0.134
Lekarsky Obzor,0.134
Medicina Clinica y Social,0.134
Medicine (Spain),0.134
Ophthalmologie,0.134
Ophthalmology Journal,0.134
Pedagogie Medicale,0.134
Pediatria Integral,0.134
Praxis,0.134
Progres en Urologie - FMC,0.134
Psychiatria Hungarica,0.134
Psychiatry (Moscow),0.134
Revista Brasileira de Oftalmologia,0.134
Revista Cubana de Medicina General Integral,0.134
Revista de Direito Sanitario,0.134
Sangyo eiseigaku zasshi = Journal of occupational health,0.134
Siberian Journal of Oncology,0.134
Sportske Nauke i Zdravlje,0.134
Zhonghua nan ke xue = National journal of andrology,0.134
Acta Phlebologica,0.133
Annals of Vascular Surgery - Brief Reports and Innovations,0.133
Anti-Obesity Drug Discovery and Development,0.133
Applications of NMR Spectroscopy,0.133
Applied Radiology,0.133
Archives of Cardiovascular Diseases Supplements,0.133
Bangladesh Medical Research Council Bulletin,0.133
Biosalud,0.133
Cancer Treatment and Research,0.133
Chinese Journal of Dermatology,0.133
Enfance,0.133
Frontiers in Anti-infective Drug Discovery,0.133
Frontiers in Clinical Drug Research - Anti Allergy Agents,0.133
Frontiers in Clinical Drug Research - CNS and Neurological Disorders,0.133
Heart and Metabolism,0.133
History of Science and Medicine Library,0.133
International Journal of Nutrology,0.133
Issues in Law and Medicine,0.133
Journal of Mammalian Ova Research,0.133
Journal of Neuroanaesthesiology and Critical Care,0.133
Journal of Research on History of Medicine,0.133
Masterclass in Neuroendocrinology,0.133
Monographs in Oral Science,0.133
Neurographics,0.133
Pakistan Heart Journal,0.133
Pediatria Polska,0.133
Prilozi (Makedonska akademija na naukite i umetnostite. Oddelenie za medicinski nauki),0.133
Psicologia Clinica,0.133
RUDN Journal of Medicine,0.133
Rehabilitacia,0.133
Revista Mexicana de Enfermeria Cardiologica,0.133
"Revista de Nefrologia, Dialisis y Trasplante",0.133
Revista de Odontologia da UNESP,0.133
Revista del Cuerpo Medico Hospital Nacional Almanzor Aguinaga Asenjo,0.133
Sport Science,0.133
"Studies in Mechanobiology, Tissue Engineering and Biomaterials",0.133
TH Open,0.133
The Australasian journal of optometry,0.133
Update in Anaesthesia,0.133
Acta Medica Bulgarica,0.132
Adolescencia e Saude,0.132
Annales Francaises de Medecine d'Urgence,0.132
Archivos Peruanos de Cardiologia y Cirugia Cardiovascular,0.132
Ceska Radiologie,0.132
Chinese Journal of Clinical Infectious Diseases,0.132
Giornale di Chirurgia,0.132
Haseki Tip Bulteni,0.132
International Journal of Bioinformatics Research and Applications,0.132
Journal de Pharmacie Clinique,0.132
Journal of Diabetes Nursing,0.132
Journal of Kerman University of Medical Sciences,0.132
Journal of Sport Biomechanics,0.132
Journal of Xiangya Medicine,0.132
Kidneys,0.132
Medical Journal of Dr. D.Y. Patil Vidyapeeth,0.132
Medical News of North Caucasus,0.132
Medicina (Brazil),0.132
Pediatrie pro Praxi,0.132
Revista Andaluza de Medicina del Deporte,0.132
Revista Colombiana de Gastroenterologia,0.132
Revista Habanera de Ciencias Medicas,0.132
Revista Latinoamericana de Hipertension,0.132
Revista de Salud Publica,0.132
Revue Medicale Suisse,0.132
"Salud, Ciencia y Tecnologia",0.132
Spektrum der Augenheilkunde,0.132
Therapeutische Umschau. Revue therapeutique,0.132
Turkiye Klinikleri Dermatoloji,0.132
Vestnik Khirurgii Imeni I.I.Grekova,0.132
"Voprosy Kurortologii Fizioterapii i Lechebnoi Fizicheskoi Kultury / Problems of Balneology, Physiotherapy and Therapeutic Physical Culture",0.132
Advances in Cosmetic Surgery,0.131
Aktuelle Urologie,0.131
Current Respiratory Medicine Reviews,0.131
Indonesian Journal of Public Health,0.131
Iranian Journal of Nuclear Medicine,0.131
Journal of Arrhythmology,0.131
Journal of Clinical Hepatology,0.131
Malta Medical Journal,0.131
OBM Transplantation,0.131
Osteologie,0.131
Revista Chilena de Neuro-Psiquiatria,0.131
Studies on Ethno-Medicine,0.131
Tribunes de la Sante,0.131
Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I.P. Pavlova,0.131
AJSP: Reviews and Reports,0.13
Actualites Pharmaceutiques,0.13
"Advances in gerontology = Uspekhi gerontologii / Rossiiskaia akademiia nauk, Gerontologicheskoe obshchestvo",0.13
Cardiologia Hungarica,0.13
Childhood Kidney Diseases,0.13
Chinese Journal of New Drugs,0.13
Chiropractic Journal of Australia,0.13
Dokkyo Journal of Medical Sciences,0.13
Gefasschirurgie,0.13
International Journal of Infertility and Fetal Medicine,0.13
Japanese Journal of Geriatrics,0.13
Medical Journal of Bakirkoy,0.13
Nigerian Journal of Parasitology,0.13
Perinatology,0.13
Public Health of Indonesia,0.13
Reviews on Clinical Pharmacology and Drug Therapy,0.13
Revista Medica Electronica,0.13
Revista Pesquisa em Fisioterapia,0.13
Revista de Senologia y Patologia Mamaria,0.13
Russian Bulletin of Obstetrician-Gynecologist,0.13
Sichuan Jingshen Weisheng,0.13
Soins Gerontologie,0.13
Turk Onkoloji Dergisi,0.13
AMHA - Acta Medico-Historica Adriatica,0.129
Ankara Medical Journal,0.129
Asian Journal of Ophthalmology,0.129
Biochimica Clinica,0.129
China Journal of General Surgery,0.129
Chinese Journal of Anatomy and Clinics,0.129
Clinical and Experimental Surgery,0.129
Devenir,0.129
Epidemiology and Health System Journal,0.129
Huisarts en Wetenschap,0.129
International Journal of Anatomy and Research,0.129
International Surgery,0.129
Iranian Journal of War and Public Health,0.129
Journal of Applied Hematology,0.129
Journal of Clinical Practice,0.129
Journal of Health System Research,0.129
Journal of Medical Sciences (Taiwan),0.129
Journal of Research in Clinical Medicine,0.129
Journal of Tropical Pathology,0.129
Klinicheskaya Onkogematologiya/Clinical Oncohematology,0.129
Open Anesthesia Journal,0.129
Open Neurology Journal,0.129
Pakistan Armed Forces Medical Journal,0.129
Pediatria de Atencion Primaria,0.129
Practical Gastroenterology,0.129
"Proceedings of the National Academy of Sciences of Belarus, Medical Series",0.129
Rehabilitace a Fyzikalni Lekarstvi,0.129
Revista Cubana de Ortopedia y Traumatologia,0.129
Revista Cubana de Salud Publica,0.129
Revista Romana de Cardiologie,0.129
Shanghai Journal of Preventive Medicine,0.129
Archives of Epilepsy,0.128
Archives of the Balkan Medical Union,0.128
Austral Journal of Imaging,0.128
Boletin de Malariologia y Salud Ambiental,0.128
Chinese Journal of Endocrine Surgery,0.128
Chinese Journal of Radiation Oncology,0.128
Diabetologie und Stoffwechsel,0.128
Endocrinology Research and Practice,0.128
Food and Drug Law Journal,0.128
Healthbook TIMES Oncology Hematology,0.128
Journal of Cancer Rehabilitation,0.128
Journal of Modern Oncology,0.128
Korean Journal of Otorhinolaryngology-Head and Neck Surgery,0.128
Mentalhigiene es Pszichoszomatika,0.128
Notarzt,0.128
Revista Colombiana de Cardiologia,0.128
Southeast Asian Journal of Tropical Medicine and Public Health,0.128
Voprosy Onkologii,0.128
Advanced Ultrasound in Diagnosis and Therapy,0.127
Adverse Drug Reactions Journal,0.127
Andrologia i Genital'naa Hirurgia,0.127
Annals of Thyroid,0.127
Chinese Journal of Medical Physics,0.127
Chinese Journal of Nephrology,0.127
Chinese Journal of Ocular Fundus Diseases,0.127
Chinese Journal of Plastic Surgery,0.127
EuroMediterranean Biomedical Journal,0.127
Experimed,0.127
Gazzetta Medica Italiana Archivio per le Scienze Mediche,0.127
International Eye Science,0.127
JK Science,0.127
Journal of the Liaquat University of Medical and Health Sciences,0.127
Klinicheskaya Dermatologiya i Venerologiya,0.127
Kranion,0.127
Media Publikasi Promosi Kesehatan Indonesia,0.127
Nephrologie (Germany),0.127
Phytotherapie,0.127
Polish Otorhinolaryngology Review,0.127
Revista Medica Herediana,0.127
Revue Francaise d'Allergologie,0.127
Russian Journal of Immunology,0.127
Russian Journal of Neurosurgery,0.127
Zdravotnicke Listy,0.127
Angiologia,0.126
Chinese Journal of Tissue Engineering Research,0.126
Endoscopic Surgery,0.126
Epitheorese Klinikes Farmakologias kai Farmakokinetikes,0.126
European Journal of Clinical and Experimental Medicine,0.126
Genes and Cells,0.126
Health Problems of Civilization,0.126
IEEE Pulse,0.126
International Journal of Medical Toxicology and Legal Medicine,0.126
Iranian Journal of Nutrition Sciences and Food Technology,0.126
Japanese Journal of Allergology,0.126
Japanese Journal of Urology,0.126
Journal of Clinical Ophthalmology and Research,0.126
Journal of Clinical Outcomes Management,0.126
Journal of Datta Meghe Institute of Medical Sciences University,0.126
Journal of Forensic Medicine Science and Law,0.126
Journal of Neonatal Surgery,0.126
Journal of Obstetrics and Women's Diseases,0.126
Nervenheilkunde,0.126
New Emirates Medical Journal,0.126
Oftalmologicheskii Zhurnal,0.126
Pamukkale Medical Journal,0.126
Postgraduate Medical Journal of Ghana,0.126
Problems of Forensic Sciences,0.126
Psychiatrie (CZE),0.126
Revista Hispanoamericana de Hernia,0.126
Rossiyskiy Vestnik Perinatologii i Pediatrii,0.126
South African Journal of Obstetrics and Gynaecology,0.126
Sprache Stimme Gehor,0.126
Turkish Journal of Dermatology,0.126
Arbeitsmedizin Sozialmedizin Umweltmedizin,0.125
CardioSomatics,0.125
Clinical Neurology,0.125
Cocuk Cerrahisi Dergisi,0.125
Current Allergy and Clinical Immunology,0.125
Diabetologie Metabolismus Endokrinologie Vyziva,0.125
Ginekologia i Poloznictwo,0.125
International Journal of Gastrointestinal Intervention,0.125
Klinische Neurophysiologie,0.125
Medecine de la Reproduction,0.125
Nano LIFE,0.125
Opuholi Zenskoj Reproduktivnoj Sistemy,0.125
Periodicum Biologorum,0.125
Permskij Medicinskij Zurnal,0.125
Revista Colombiana de Ciencias Quimico-Farmaceuticas (Colombia),0.125
Revista Gerencia y Politicas de Salud,0.125
Revista Mexicana de Anestesiologia,0.125
Revista Peruana de Ginecologia y Obstetricia,0.125
Revmatologiia (Bulgaria),0.125
"Stem-, Spraak- en Taalpathologie",0.125
Acta Anatomica Sinica,0.124
Almanac of Clinical Medicine,0.124
Ambulatory Surgery,0.124
Bulgarian Cardiology,0.124
Chinese Journal of Burns and Wounds,0.124
Chinese Journal of Thoracic and Cardiovascular Surgery,0.124
Chinese Journal of Trauma,0.124
Cocuk Enfeksiyon Dergisi,0.124
Collegium Antropologicum,0.124
Health of Man,0.124
Heart India,0.124
Journal of Nephropathology,0.124
Media Kesehatan Masyarakat Indonesia,0.124
Medical Journal of Chinese People's Liberation Army,0.124
Pakistan Paediatric Journal,0.124
Pediatric Infection and Vaccine,0.124
Psiquemag,0.124
Rehabilitacja Medyczna,0.124
Revista Mexicana de Angiologia,0.124
Revista Mexicana de Urologia,0.124
Rivista Italiana di Medicina Legale e del Diritto in Campo Sanitario,0.124
Sovremennaa Terapia Psihiceskih Rasstrojstv,0.124
Trends in Pediatrics,0.124
Zdravniski Vestnik,0.124
Acta Scientiarum - Health Sciences,0.123
B-ENT,0.123
Canadian bulletin of medical history = Bulletin canadien d'histoire de la médecine,0.123
Chinese Journal of Digestive Surgery,0.123
Chinese Journal of Reproduction and Contraception,0.123
Current Pharmacogenomics and Personalized Medicine,0.123
Early Science and Medicine,0.123
Experimental and Theoretical Nanotechnology,0.123
Gaceta Medica de Caracas,0.123
Intervencni a Akutni Kardiologie,0.123
Journal of Musculoskeletal Research,0.123
L'Orthodontie Française,0.123
Minerva Respiratory Medicine,0.123
Nigerian Journal of Basic and Clinical Sciences,0.123
Oftalmologija. Vostochnaja Evropa,0.123
Pediatricheskaya Farmakologiya,0.123
Psychoterapia,0.123
Psychoterapie,0.123
Revista Cubana de Pediatria,0.123
Revista Mexicana de Trastornos Alimentarios,0.123
